24,-12,0,0
32,-8,0,0
30,-35,1,0
5,-32,1,0
29,-8,2,0
26,-36,2,0
32,-24,3,0
12,-12,3,0
21,-26,4,0
30,-26,4,0
6,-32,5,0
30,-20,5,0
9,-12,6,0
14,-8,6,0
20,-32,7,0
14,-35,7,0
32,-34,8,0
23,-11,8,0
20,-18,9,0
20,-8,9,0
33,-20,10,0
8,-18,10,0
27,-27,11,0
26,-18,11,0
12,-17,12,0
23,-24,12,0
27,-34,13,0
24,-21,13,0
8,-27,14,0
33,-33,14,0
3,-21,15,0
18,-29,15,0
12,-14,16,0
2,-20,16,0
5,-20,17,0
17,-22,17,0
3,-33,18,0
11,-11,18,0
6,-10,19,0
11,-33,19,0
27,-36,20,0
3,-28,20,0
9,-22,21,0
20,-9,21,0
18,-10,22,0
20,-27,22,0
24,-30,23,0
8,-22,23,0
27,-26,24,0
9,-29,24,0
33,-23,25,0
12,-11,25,0
2,-12,26,0
20,-18,26,0
14,-11,27,0
3,-9,27,0
5,-8,28,0
11,-20,28,0
29,-15,29,0
24,-33,29,0
11,-17,30,0
6,-30,30,0
8,-21,31,0
17,-28,31,0
24,-21,32,0
9,-33,32,0
11,-21,33,0
20,-17,33,0
33,-27,34,0
32,-35,34,0
5,-22,35,0
20,-32,35,0
18,-26,36,0
3,-20,36,1
9,-17,37,0
2,-26,37,0
5,-21,38,0
3,-15,38,0
14,-24,39,0
9,-18,39,0
21,-34,40,0
14,-20,40,0
24,-9,41,0
12,-32,41,0
23,-15,42,0
23,-21,42,0
2,-29,43,0
9,-11,43,0
14,-16,44,0
20,-23,44,0
14,-14,45,0
15,-32,45,0
24,-26,46,0
27,-15,46,0
24,-36,47,0
18,-35,47,0
20,-34,48,0
24,-24,48,0
6,-34,49,0
23,-27,49,0
20,-28,50,0
6,-26,50,0
24,-17,51,0
21,-34,51,0
21,-29,52,0
3,-33,52,0
8,-17,53,0
23,-10,53,0
12,-27,54,0
17,-14,54,0
17,-22,55,0
20,-36,55,0
17,-23,56,0
29,-35,56,0
33,-33,57,0
15,-8,57,0
24,-33,58,0
18,-32,58,0
18,-17,59,0
9,-24,59,0
8,-26,60,0
29,-10,60,0
6,-24,61,0
30,-27,61,0
32,-27,62,0
3,-11,62,0
21,-10,63,0
12,-27,63,0
14,-18,64,0
14,-29,64,0
20,-11,65,0
29,-17,65,0
5,-27,66,0
2,-14,66,0
33,-22,67,0
2,-33,67,0
3,-32,68,0
33,-30,68,0
17,-17,69,0
2,-30,69,0
18,-36,70,0
17,-8,70,0
24,-8,71,0
32,-12,71,0
18,-9,72,0
8,-35,72,0
32,-12,73,0
5,-29,73,0
33,-12,74,0
2,-34,74,0
33,-18,75,0
26,-8,75,0
8,-20,76,0
24,-22,76,0
5,-24,77,0
26,-10,77,0
17,-10,78,0
17,-27,78,0
23,-11,79,0
23,-18,79,0
32,-17,80,0
33,-18,80,0
17,-26,81,0
17,-35,81,0
26,-21,82,0
12,-23,82,0
23,-29,83,0
21,-9,83,0
30,-28,84,0
9,-35,84,0
30,-15,85,0
21,-32,85,0
18,-27,86,0
26,-16,86,0
33,-30,87,0
29,-12,87,0
6,-17,88,0
32,-29,88,0
3,-12,89,0
15,-9,89,0
14,-26,90,0
33,-17,90,0
8,-8,91,0
15,-36,91,0
15,-22,92,0
26,-21,92,0
21,-27,93,0
11,-35,93,0
30,-26,94,0
32,-10,94,0
20,-17,95,0
18,-17,95,0
14,-12,96,0
2,-9,96,0
2,-34,97,0
21,-22,97,0
2,-33,98,0
20,-20,98,0
14,-36,99,0
8,-26,99,0
26,-27,100,0
6,-14,100,0
9,-14,101,0
9,-9,101,0
21,-35,102,0
26,-26,102,0
12,-12,103,0
5,-35,103,0
3,-20,104,0
26,-24,104,0
5,-34,105,0
12,-16,105,0
30,-36,106,0
21,-27,106,0
15,-15,107,0
17,-18,107,0
32,-33,108,0
11,-9,108,0
12,-8,109,0
11,-34,109,0
15,-30,110,0
14,-30,110,0
11,-32,111,0
11,-14,111,0
26,-18,112,0
24,-26,112,0
33,-11,113,0
17,-29,113,0
17,-35,114,0
