12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
12,16,13,20,22,26,0,0,0,0,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
6,24,4,20,19,20,0,0,1,1,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
9,10,7,14,19,20,0,0,0,2,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
26,36,28,32,22,26,0,0,0,3,0
30,30,28,26,19,20,0,0,0,4,0
30,30,28,26,19,20,0,0,0,4,0
30,30,28,26,19,20,0,0,0,4,0
30,30,28,26,19,20,0,0,0,4,0
30,30,28,26,19,20,0,0,0,4,0
