1.440000000000000000e+02,1.000000000000000000e+00
9.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,1.000000000000000000e+00
4.030000000000000000e+02,1.000000000000000000e+00
3.840000000000000000e+02,1.000000000000000000e+00
2.270000000000000000e+02,1.000000000000000000e+00
4.440000000000000000e+02,1.000000000000000000e+00
4.530000000000000000e+02,1.000000000000000000e+00
1.280000000000000000e+02,1.000000000000000000e+00
4.600000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+01,2.000000000000000000e+00
1.560000000000000000e+02,2.000000000000000000e+00
4.610000000000000000e+02,2.000000000000000000e+00
1.060000000000000000e+02,2.000000000000000000e+00
8.000000000000000000e+00,2.000000000000000000e+00
3.160000000000000000e+02,2.000000000000000000e+00
2.260000000000000000e+02,2.000000000000000000e+00
8.700000000000000000e+01,2.000000000000000000e+00
1.100000000000000000e+02,2.000000000000000000e+00
2.900000000000000000e+01,2.000000000000000000e+00
1.030000000000000000e+02,2.000000000000000000e+00
4.000000000000000000e+02,3.000000000000000000e+00
4.660000000000000000e+02,3.000000000000000000e+00
4.900000000000000000e+01,3.000000000000000000e+00
3.020000000000000000e+02,3.000000000000000000e+00
3.790000000000000000e+02,3.000000000000000000e+00
7.000000000000000000e+01,3.000000000000000000e+00
1.140000000000000000e+02,3.000000000000000000e+00
2.570000000000000000e+02,3.000000000000000000e+00
4.360000000000000000e+02,3.000000000000000000e+00
3.200000000000000000e+02,3.000000000000000000e+00
7.200000000000000000e+01,3.000000000000000000e+00
7.800000000000000000e+01,3.000000000000000000e+00
2.310000000000000000e+02,3.000000000000000000e+00
3.110000000000000000e+02,3.000000000000000000e+00
2.750000000000000000e+02,3.000000000000000000e+00
9.500000000000000000e+01,3.000000000000000000e+00
2.680000000000000000e+02,3.000000000000000000e+00
1.460000000000000000e+02,4.000000000000000000e+00
4.300000000000000000e+01,4.000000000000000000e+00
2.440000000000000000e+02,4.000000000000000000e+00
1.450000000000000000e+02,4.000000000000000000e+00
3.810000000000000000e+02,4.000000000000000000e+00
3.850000000000000000e+02,4.000000000000000000e+00
1.230000000000000000e+02,4.000000000000000000e+00
9.800000000000000000e+01,4.000000000000000000e+00
1.060000000000000000e+02,4.000000000000000000e+00
2.880000000000000000e+02,4.000000000000000000e+00
1.440000000000000000e+02,4.000000000000000000e+00
