1,-4
1,-5
1,-6
1,-7
1,-8
1,0
1,-1
1,-2
3,-3
3,-4
3,-5
3,-6
3,-7
6,0
6,-1
6,-2
6,-3
6,-4
6,-5
6,-6
6,-7
7,-4
7,-5
7,-6
7,-7
7,-8
10,0
10,-1
10,-2
10,-3
10,-4
10,-5
10,-6
10,-7
13,0
13,-1
13,-2
13,-3
13,-4
13,-5
13,-6
13,-7
13,-8
17,0
17,-1
17,-2
17,-3
17,-4
17,-5
17,-6
17,-7
19,-4
19,-5
19,-6
19,-7
19,-8
20,0
20,-1
20,-2
20,-3
20,-4
20,-5
20,-6
20,-7
24,0
24,-1
24,-2
24,-3
24,-4
24,-5
24,-6
24,-7
25,-4
25,-5
25,-6
25,-7
25,-8
27,0
27,-1
27,-2
27,-3
27,-4
27,-5
27,-6
27,-7
31,0
31,-1
31,-2
31,-3
31,-4
31,-5
31,-5
31,-7
31,-8
34,0
34,-1
34,-2
34,-3
34,-4
34,-5
34,-6
34,-7
