3.230000000000000000e+02,3.900000000000000000e+01,0.000000000000000000e+00,9.999999999999900000e+13
1.760000000000000000e+02,1.300000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
1.790000000000000000e+02,4.900000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
1.810000000000000000e+02,3.300000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
3.970000000000000000e+02,1.100000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
4.300000000000000000e+01,3.100000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
4.330000000000000000e+02,2.900000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
3.180000000000000000e+02,9.000000000000000000e+00,1.000000000000000000e+00,9.999999999999900000e+13
1.060000000000000000e+02,3.100000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
1.980000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00,9.999999999999900000e+13
1.740000000000000000e+02,3.300000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
8.300000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
3.070000000000000000e+02,4.600000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
3.030000000000000000e+02,1.900000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
3.020000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
2.050000000000000000e+02,1.100000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
3.100000000000000000e+01,3.200000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
2.050000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00,9.999999999999900000e+13
4.480000000000000000e+02,5.000000000000000000e+00,1.000000000000000000e+00,9.999999999999900000e+13
2.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
4.520000000000000000e+02,4.700000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
2.010000000000000000e+02,4.600000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
2.100000000000000000e+02,4.100000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
1.120000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00,9.999999999999900000e+13
1.150000000000000000e+02,5.000000000000000000e+00,1.000000000000000000e+00,9.999999999999900000e+13
7.200000000000000000e+01,3.800000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
7.300000000000000000e+01,3.700000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
4.100000000000000000e+02,2.500000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
3.600000000000000000e+02,2.600000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
3.550000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
4.100000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999900000e+13
3.550000000000000000e+02,1.700000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
4.110000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,9.999999999999900000e+13
1.440000000000000000e+02,2.400000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
1.700000000000000000e+02,9.000000000000000000e+00,1.000000000000000000e+00,9.999999999999900000e+13
1.480000000000000000e+02,2.300000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
6.100000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
1.490000000000000000e+02,2.400000000000000000e+01,1.000000000000000000e+00,9.999999999999900000e+13
