2,0
2,-1
2,-2
2,-3
2,-4
2,-5
2,-6
4,-3
4,-4
4,-5
4,-6
4,-7
4,-8
5,0
5,-1
5,-2
9,0
9,-1
9,-2
9,-3
9,-4
9,-5
9,-6
10,-7
10,-8
12,0
12,-1
12,-2
16,0
16,-1
16,-2
16,-3
16,-4
16,-5
16,-6
16,-7
16,-8
19,0
19,-1
19,-2
22,-3
22,-4
22,-5
22,-6
22,-7
22,-8
23,0
23,-1
23,-2
23,-3
23,-4
23,-5
23,-6
26,0
26,-1
26,-2
28,-3
28,-4
28,-5
28,-6
28,-7
28,-8
30,0
30,-1
30,-2
30,-3
30,-4
30,-5
30,-6
33,0
33,-1
33,-2
34,-7
34,-8
