3.250000000000000000e+02,1.000000000000000000e+00,3.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
2.200000000000000000e+02,1.000000000000000000e+00,3.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
3.610000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
2.310000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+02,1.000000000000000000e+00,6.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
2.790000000000000000e+02,1.000000000000000000e+00,6.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
1.260000000000000000e+02,1.000000000000000000e+00,6.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
5.900000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
8.300000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
4.010000000000000000e+02,2.000000000000000000e+00,8.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
2.430000000000000000e+02,2.000000000000000000e+00,5.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
8.100000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
3.030000000000000000e+02,2.000000000000000000e+00,8.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
4.520000000000000000e+02,2.000000000000000000e+00,3.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
4.070000000000000000e+02,2.000000000000000000e+00,3.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
3.980000000000000000e+02,3.000000000000000000e+00,4.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
2.860000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
2.130000000000000000e+02,3.000000000000000000e+00,6.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
1.290000000000000000e+02,3.000000000000000000e+00,7.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
4.100000000000000000e+01,3.000000000000000000e+00,8.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+01,-1.900000000000000000e+01,0.000000000000000000e+00
2.310000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
2.510000000000000000e+02,4.000000000000000000e+00,3.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
1.870000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
4.290000000000000000e+02,5.000000000000000000e+00,7.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+02,5.000000000000000000e+00,2.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
1.010000000000000000e+02,5.000000000000000000e+00,3.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
3.010000000000000000e+02,5.000000000000000000e+00,7.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00
