56,1
134,1
208,1
217,1
261,1
109,1
101,1
19,1
122,2
241,1
311,1
311,1
427,1
404,1
112,1
410,1
311,1
427,1
404,1
112,1
427,1
112,1
293,1
30,1
74,1
293,1
293,1
30,1
293,1
30,1
74,1
249,1
249,1
435,1
32,1
91,1
249,1
435,1
32,1
32,2
91,1
292,1
270,4
148,1
290,1
292,1
270,4
292,1
270,4
148,1
290,1
67,1
232,1
167,1
248,1
149,1
74,1
258,1
275,1
310,1
231,1
6,1
47,1
281,2
12,1
88,1
82,1
233,1
1,1
45,1
36,1
302,1
285,2
281,2
193,1
302,1
302,1
285,2
302,1
193,1
121,1
349,1
193,1
121,1
349,1
287,1
449,1
136,1
295,2
241,1
33,1
87,1
72,1
165,1
84,1
176,1
315,1
11,1
72,1
33,1
290,1
196,1
295,2
317,1
318,4
380,1
331,1
362,2
196,1
290,1
317,1
318,4
380,1
113,1
23,1
203,1
4,1
269,1
54,1
264,2
195,1
23,1
206,1
275,1
33,1
206,1
275,1
335,1
384,2
352,1
399,1
289,1
33,1
335,1
335,1
149,1
278,1
181,1
256,2
202,2
291,1
13,1
242,1
295,1
89,1
73,1
51,1
128,1
138,1
102,1
134,1
121,1
191,1
52,1
204,1
226,2
121,1
226,2
266,1
297,1
298,2
332,1
363,2
93,1
393,1
380,1
341,2
266,1
208,1
50,1
79,1
79,1
359,2
72,1
72,1
179,1
8,2
291,1
165,1
165,1
5,1
5,1
392,2
86,1
62,1
188,1
269,1
333,2
310,1
282,2
5,1
257,1
122,2
188,1
352,1
387,1
352,1
387,1
352,1
387,2
352,1
352,1
365,2
438,1
365,2
438,1
361,1
365,2
438,1
365,3
203,1
24,1
217,1
203,1
24,1
217,1
217,1
292,1
358,2
292,1
358,2
424,1
267,1
108,1
292,1
424,1
267,1
424,1
108,1
468,3
321,1
468,3
321,1
468,3
321,1
468,3
321,1
370,2
342,1
370,2
342,1
473,1
42,1
241,1
299,1
473,1
473,1
42,1
82,2
334,1
2,1
41,1
212,1
331,1
298,2
16,1
21,1
87,1
240,1
41,1
76,1
39,1
127,1
105,1
263,1
3,1
22,1
183,1
85,1
17,1
29,1
138,1
82,1
50,2
101,1
244,1
25,1
20,1
27,1
239,1
161,1
30,1
102,1
73,1
91,1
115,1
328,1
12,1
362,1
185,1
316,1
330,2
273,1
184,1
220,1
133,1
224,1
137,1
283,1
259,1
236,1
11,1
5,1
15,1
88,1
246,1
43,1
93,1
189,1
18,1
21,1
295,1
221,2
66,1
54,2
32,1
277,1
113,1
20,1
284,1
150,1
1,1
118,1
153,1
173,1
66,1
142,1
121,1
45,1
0,1
162,1
122,1
13,1
35,2
157,2
162,1
235,1
383,1
157,2
35,2
250,1
250,1
434,1
73,1
53,2
76,1
63,1
151,1
153,1
141,2
230,1
86,1
176,1
106,1
100,1
22,1
89,1
99,1
216,1
174,1
68,1
116,1
30,1
241,1
74,1
282,1
241,1
74,1
241,1
178,1
285,1
165,1
264,1
90,1
90,1
27,1
90,1
27,1
7,1
7,1
7,1
7,1
327,1
327,1
356,1
327,1
327,1
327,1
83,1
148,1
55,1
2,1
4,1
23,1
239,1
140,1
62,1
92,1
62,1
92,1
406,1
255,1
23,1
351,1
140,1
371,1
239,1
77,1
31,1
252,1
114,1
227,1
31,1
114,1
252,1
366,1
227,1
443,1
122,1
414,1
77,1
405,1
463,1
297,1
301,1
66,1
320,1
130,1
43,1
131,1
124,1
116,1
112,1
116,1
112,1
124,1
267,1
283,1
267,1
283,1
38,1
38,1
145,1
38,1
38,1
145,1
139,1
145,1
139,1
199,1
278,1
199,1
278,1
335,1
335,1
335,1
335,1
335,1
248,1
58,1
214,1
248,1
214,1
58,1
28,1
242,1
247,1
28,1
242,1
247,1
181,1
128,1
263,1
181,1
263,1
263,1
383,1
9,1
383,1
9,1
9,1
396,1
62,1
396,1
62,1
261,1
261,1
13,1
13,1
28,2
129,1
13,1
28,2
117,2
399,1
101,1
117,2
399,1
101,1
206,1
65,1
206,1
65,1
89,1
249,1
41,1
293,1
89,1
463,1
463,1
218,1
463,1
218,1
461,1
7,1
461,1
7,1
7,1
231,2
231,2
17,1
17,1
106,1
111,1
106,1
111,1
111,1
208,1
208,1
208,1
208,1
333,1
58,2
333,1
58,2
237,2
397,1
237,2
237,2
397,1
98,1
159,1
153,1
33,1
33,1
159,1
33,1
319,1
319,1
6,1
319,1
31,2
234,1
6,1
255,2
31,2
255,2
475,1
475,1
246,1
475,1
246,1
270,1
246,1
338,1
338,1
338,1
346,1
346,1
346,1
104,1
298,1
104,1
31,3
315,1
376,1
231,1
247,1
204,1
426,1
343,1
56,1
139,1
262,1
206,1
206,1
278,1
206,1
278,1
296,1
229,1
131,1
195,1
206,1
278,1
137,1
296,1
229,1
131,1
195,1
370,1
206,1
278,1
137,1
296,1
229,1
131,1
302,1
195,1
370,1
273,1
278,1
74,1
273,1
137,1
41,1
229,1
131,1
74,1
41,1
273,1
302,1
374,1
286,1
374,1
286,1
269,1
374,1
247,1
260,1
451,1
142,1
62,1
338,1
234,1
279,1
462,1
251,1
